tinyId,valueMeaningCode,valueMeaningDefinition
mk85fh8H1v,11,11
m1KMiz2LB1P,11,11
j1PTl6V_s,3,3
c6383dMRG6t,5,1
QyMXAf3ISJv,12,12
j_27IbofpG,2,2
FS2BVCGW2b,4,4
QWrtiwTjZG,7,7
0LzJMgSBWo,11,11
7JLXCM2IByD,7,7
mJKu2GUlm,5,5
7ywiKozsE,3,3
QkkotjfsV,3,3
mkK9tsMsV,3,3
B1YHKGtH,3,3
7kecfnLSyv,7,7
G_wJ6K_7Jn,13,13
45BMvcIC1N,2,2
yD3c2UTNw8,4,4
901z126RKz,4,4
PAM_XiMKyE,6,6
9LctISJipt,6,6
QnGHSSLWwN,4,4
a5IGtt0OMq,4,4
UJaeV6KzLx,4,4
2WOplBD_bV,3,3
pbJfHeE0DFv,11,9
BzCEdeamt,3,3
QjYtNDy0Z,5,5
n_1ayakotN,3,3
X1Ugc960m7,5,5
7Akr3NvocA,2,2
iGGcXXeF3k,2,2
Z7Q_DkeM9,4,4
4qZOGKztp67,11,9
gYMfRebG7aU,11,9
kWBDEoUzRy,2,2
9J5dyvxHfA,2,2
QJVmqG2LSJD,3,3
X_cDnj04Vc,2,2
rORdWQMvCh,5,5
AKD5YLTU9F,2,2
d1K_omQf9m,5,5
fPwLBysa,11,11
BzzItPtYS,2,2
WFH2Pzlo,2,2
9Zk37BCcy,2,2
mkIkR2R4i,2,2
2Z7XzoIQk,2,2
QgqEi6Kue,2,2
lM9ei1lEy,2,2
ymt_kqdkF,2,2
RLlCGMB4,2,2
P_XopkNNA,2,2
Dqwz9X5O,6,6
Xkc3FsziN,3,3
m133toGiE,5,5
Q1v2YszjV,3,3
XJW2KjfjV,2,2
7kYhFsfjV,3,3
QkWTKjziN,5,5
71uhKozoE,3,3
71SeAznUrJw,3,3
GD_dfqfN,4,4
yOKkgwHW7,3,3
06YDPmbNa,3,3
U5QM_9W_,5,5
sYWx_Lntn,4,4
HRMC087mK,3,3
I372NGxT,5,5
UYAULPYHH,4,4
MFqMW_V71,5,5
aeFtJL1mc,2,2
3QUbngg_SX,3,3
O8t0huPenz,3,3
XytxjMhUr1v,3,3
712izh8HyD,3,3
3Kg1WagTem,5,5
7Jzd1K1g7,3,3
mJ6bzmLeQ,5,5
Xy_9idJl7,2,2
_pRsqBnJh3,185,185
GPWLkd64E,4,4
heGYPqGKND,3,3
mUlA9URmW,2,2
ul_IUhiy1q,5,5
fiZ83KSWjJ,2,2
oogXvLWhLA,2,2
Zny4dcIF1D,2,2
veXjlBGrx4,16,16
X1Q9BGUem,4,4
2pWejkjk1F,5,5
Xk8pzVRkm,5,5
X1YAy4GxX,4,4
7yays7zgQ,4,4
_FSPRQhB2Bo,21,21
n4cttZCe8F,9,9
m1yxsz38SJD,5,5
eFj45tUSsb,9,9
XJS_i_6aU,11,9
CI5ff41Q8f,6,6
cH0gWin0Pf,2,2
Tugsf4t6JX,7,7
ArBeOAYoQ,5,5
8HZAGTg7ys,2,2
B16nUnxmUK,2,2
VJQsHqjC_R,3,3
XyuZ9iGj4,4,4
X1Lz9iGiV,3,3
7JFJqsMiV,3,3
mJekl5sMjV,4,4
7JleciGjN,3,3
XkXg9jGi4,4,4
Xyik9szjN,3,3
m1519iMsV,3,3
QJDZ5ofiN,4,4
71yacGUgX,5,5
Jc5aVsPD9Y,109,109
k3mWgXNxuBX,6,1
3b1hAuS_qN,3,3
myibqzh8BJP,3,3
NkZyRQDVh,2,2
Us_sJ6COna,2,2
Bh2ABVJHDO,4,4
hpzR2IJzPF,3,3
nGYELBOhas,2,2
SbMqMz1L_B,2,2
ZiIHHX7rhD,2,2
GnyGpzGK8w,2,2
lkPT_QTPF,2,2
wsbpVXC9l,2,2
t6m8rH2Cj0,2,2
Qy1KdJ_2kXx,6,6
XybFuyO3JQg,6,6
X1C_uyunJQx,6,6
Xy_netJOnJQg,6,6
Qyt3etyd3kQg,6,6
X1xtO1O3kXg,6,6
Xk5nlY1d21Xg,6,6
QkDl0f3IryD,4,4
6kuj809jCJ,32,32
kTFm_pvY7,3,3
dSNjMnO1Jz,2,2
E9Er6nAiup,2,2
XvCGA1Z8Pu1,11,9
nGJmVSuRTt7,11,9
XkGgreIlQ,5,5
SYPnv73wX6,3,3
yT_T5F183V,2,2
Nnn26JpyQGW,7,7
mN4macN_ai,2,2
0WyXo4OPKBr,4,4
AwnAJKXGgsx,24,24
Ctl9A5_7cQ,2,2
jdZTWQTlg,7,7
GtKq8dC0N0,2,2
EKvAyuK6,2,2
uPJUjPcmy5,3,3
P4QmoW1QRq,9,9
qhC4uHZUz,3,3
eFwYhATqrk,4,4
Kuc59VcjfA,4,4
VqiW1ruYrq,4,4
7J4YM3LS1D,15,15
XkbMjM3UHJv,3,3
QkheFz2ISJv,5,5
QkHZ3z3Ur1D,3,3
mkNoG2LHJv,3,3
7yPfjMhLSkD,3,3
7JXb3M3Ir1w,3,3
myYe0fnIHyw,3,3
XkSGsf38SJw,3,3
XJe2M2LS1v,3,3
X1igjf28H1v,4,4
Qy_gnM28Hyw,3,3
X1e75MnLr1v,6,6
Kh8QUHaw,4,4
2iVDPPkk4,5,5
mJsjtNR1X,5,5
gJvYMR50uf,2,2
QMp0mQ6PmN,3,3
71BOGh8S1D,3,3
Qy_Mllmc057,5,1
YldIvn7IzY,2,2
_7mYKY6Xxb,5,5
Xr6QeLTWe0,5,5
PyffdayfHH,8,8
i8DX2p7w_B,21,21
5sT_y7I7v0,9,9
w4smtIzyUu,2,2
XyIMAfhUrJw,7,7
QyH6imqorR,4,2
m1XpimqorC,4,2
mkVpj7ciB0,4,2
mk6W8gIem,5,5
wzLcs3a3lT,14,14
Ox2dSz7OBm,2,2
_AeiKLAOR,12,12
kyoZATbRU2,37,37
RM14ZMgDi,31,31
1ArCbtvfa,6,6
bpmbpfEd0A,3,3
96oSHdMB1q,4,4
FSxcFMP3qc,11,11
YNmnkw2v06,4,4
z44MlagnN7,3,3
BmNuUiw2NM,3,3
QyGTBeLeX,5,5
m1g9iLipTL,6,6
KvqQMBNcQr,2,2
aMbU0w_SxK,2,2
JzEDpqhREy,2,2
C4WRCvG0r,2,2
9LuwGvfZ4z,5,5
QaTBJkElxy,2,2
F1tVWSTWBX,2,2
XkNYPuO_Q,4,181
kbRMtQ5oq_,5,5
Xzp_ZSHHT0,2,2
XkdM9z28B1P,17,17
W9Qn_pGjHwm,7,4
mkTWqz3IrJw,3,3
rcJbVQeiNP,6,6
LGhPZwY2Vi,2,2
C6GIh4YaY,7,7
denBOqsh_,6,6
h4zcszp2r,3,3
y3grWRHRa,3,3
Q10yojMj4,3,3
717AGnIHkw,4,4
Qydcf3IH1v,4,4
eSsFedFjs,4,4
7yULFjfiE,3,3
8GrLTbKLdo,3,3
4Py0T7cA_a,5,5
__56aZODow,43,43
QJmxCM3LS1w,3,3
vXmgZO0wM,2,2
lTwgkpFet,2,2
vtLPEyUjAJ,3,3
kRhbosDD_X,2,2
WKqL4wsBHz,121,121
QkMoMhIHkv,9,9
FkTwut4k29M,12,12
mBkZsMTjRpn,5,1
AramKwmAwNw,5,1
xX1RckWs3A,2,2
2zx4Hqptg9,8,8
M9RFhK5LCr,7,7
0vWOs4oTGQ,3,3
5lKmtAoryV,2,2
CoS4t6dp7Mf,5,2
JMPm8hg8kAq,5,2
JZkheuLn2W,6,6
AWdBQ8X2GB,7,7
TIPCFXiiw,5,5
uO0tMUkuDM,5,5
Xk1V9ofiN,5,5
mylVcozjN,3,3
m1xiX9jzsE,3,3
X1Z4qofiE,4,4
7kQQqjGiE,4,4
Q15N5ozoE,3,3
X1Im9iGjE,4,4
HMXv06D7e1,2,2
Dwa_xp03dn,2,2
myQ_OjfiN,3,3
mktG3zUgQ,5,5
XkvgofhUrkv,2,2
jloVlu7pep,3,3
SYX76K4IOr,8,8
X1ohfn8Syw,3,3
BdFCjjll0,7,7
myTbCfnISJD,10,10
u6HC0qKGT,3,3
eQS0PtUXym,3,3
A9oiWfe_zu,2,2
8z4FY1L5v,4,4
rj5CzK74Ys,2,2
QfK7rRqMr2,6,6
wSHl0_5X8E,11,11
KUvfYvT6s,2,2
StB688k_kD,2,2
u9kFoKheNI,2,2
QNSRExVqoX,2,2
em3OYYApw,2,2
bDyxE8Ge07,2,2
Fx3F8kUgFk,2,2
LG9VlasO1,5,5
M6ex5se_Z,5,5
XkXbAf28r1D,3,3
Xkr_RGhUSyP,2,2
QJkgRMhUSkD,5,5
m1oeAGhIB1w,5,5
K9XPE2bKGPz,5,1
nthTrarWY0u,5,1
I52AzlfSro,5,5
m1i_5ozoN,2,2
U5345fpl6n,14,14
qOmgH90zQl,3,3
QkuN5ofsV,3,3
G5MWi3aHf,3,3
MIs6RiTPpj,4,4
qIHIxqVDd,2,2
gVWN6oSe80,5,5
RL797MrETi,2,2
Qy7HcjGo4,3,3
gHx9kmguk_,2,2
_JN2b8z_K6,3,3
SVEVRygSr7,4,4
mlXr8ZGZk4,4,4
lTVwsH8rmZ,4,4
7JcgqsfiN,4,4
QkV8cjMiN,2,2
QkcLcsGiE,3,3
QyKH9jGiN,2,2
QJ9B9ofjV,3,3
x6GlcyHIyB,3,3
bXyYKLmLOF,3,3
vQZSSIiKE,3,3
XJwX9YJl7,6,6
vtMlgyRg,3,3
m0ZBO0mKH,2,2
bGbVDscq5H,2,2
o3iliu2Y5n,2,2
vJbr1n4Zci,3,3
xCvpRQcpOKk,4,1
tma7FaVKqD,2,2
8Nz6rQmdta,2,2
MUALaK7s1,2,2
eSJdE0vFVb,2,2
XyacGYJxm,5,5
qdZSBiNKGN,2,2
s1JByKRGPN,4,4
m1UGyQ8x7,4,4
Qli_agDCJp,3,3
YQmXMbJuSK,2,2
mkiAf28Hkw,4,4
lKECU38R15,2,2
Q1lYGnUrkv,3,3
6zw3RJZINg,5,5
w1cJPANW,5,5
V6_J_faBcR,3,3
Xk28Px8eX,2,2
X1Wg9GnIH1v,3,3
XJr_cznISyD,3,3
m1yWcf28rkv,3,3
myQe9z3LSJw,3,3
Xykl9GhUBJw,2,2
mJPeqfn8Skw,7,7
QyigcznUBkv,3,3
Q1pgcMhUHJP,4,4
7JpqM2LBJD,2,2
m1ZW5Gh8Byw,5,5
QJT2G2ISJv,3,3
EQTU5sWUV,2,2
Gd0ewnqrLU,3,3
iGzBDFYrL,2,2
fb0GOUSng,2,2
_KKndMuU8,2,2
VyZt_5r774,2,2
x_2BNBen6,3,3
OsLaB2XH3l,5,5
SDVxHBt_X,4,4
4LhS_j4Tg8,2,2
8oHaJ5TcKA,2,2
BZP4MAJqC_,2,2
EaFKbQZilw,2,2
jn5aAbcc4V,2,2
_PQbfu6SVo,4,4
Xkej1QIg7,4,4
Qkzb55aA77,5,5
mJrb55p0Qm,5,5
mJWWccT0X7,5,5
uXm5o5qo3S,3,3
UggZ4WM9z,3,3
3WGHIxqxYz,4,4
7JtvqoGoE,3,3
XkmFcsGjV,2,2
P52uxzl3L,4,4
w47ShGO5wK,5,5
6zhsZmcjOj,5,5
mkC_9fUem,5,5
JJQuAFqWc,4,4
eJL23rkSkl,3,3
7oIHw69YAs,2,2
mkjbAM3LHyv,4,4
X11MCGnLBJv,15,15
0FqL_Ie68k,2,2
dRn0oPKcGt,2,2
71deFG3LS1P,1,1
frNicz_HWg,9,9
XyLKMhLByv,31,31
7JOtf2UHyv,7,7
71cKMh8rkP,14,14
mynYf28Hyv,3,3
Q10Fz38rkv,21,21
Q1eetG3IrJv,2,2
XkMeFf38H1v,6,6
QJNxYznIrJP,19,19
mJxCf28S1D,34,34
m1Igtz3LS1P,2,2
YKq1dCOnrT,2,2
gY9Jh2LujX,3,3
xdXswhlAXQ,9,9
nnCnhi8Or7,2,2
NtWUciSNfq,5,5
X1vRz2Irkv,3,3
gaz3k9xh1d,3,3
q_o_HSQ3CM,4,4
71fBAHze7,7,7
XknVIHGg7,6,6
7kj34rfx7,6,6
QkhIWBfl7,4,4
myCImSMl7,6,6
7yFBpHMl7,6,6
QyIdHHGeX,6,6
QkSizBzlQ,6,6
mJ45MhIryw,54,54
T9ZHB_xAPo,56,56
7Jn39ofoV,2,2
m1kncofoV,3,3
fE22O_tuH7,3,3
Tsf5x5QxYJ,3,3
_JGAhHIqB,1,1
pXqGcvUkGU4,2,1
p1mfSg1Yc7e,8,2
jV9FZQuVH6t,4,1
HaY9q7mURXk,8,6
r5k0FgoY7P,3,3
EGpypsLPf,9,9
Ets94P9_QZ,10,10
elURCtyYlh,3,3
Dg2kcVe69b,10,10
0JWR86KtUtM,11,1
Q12T5sGoV,3,3
7Jy_2z3Ir1D,3,3
7Jb_nf3LSyD,3,3
ZJg5uBTpEd,2,2
cZreh3d8e_,2,2
spUxIbZPYC,3,3
LDeUvWkg7_,2,2
854PpKORok,2,2
7kBAcoGsE,3,3
1xIgpkzCTw,6,6
6RZg2R_U6X,8,8
o4Y57Iqdw,7,7
kFicNThdR9,8,8
J533HcmEf,3,3
x9RfmyH8a,3,3
ek6JwcGKM,5,5
mks7FsGsE,2,2
XyAMOjGjN,2,2
ZmzdVcNbx,3,3
e8vLZesh5B,2,2
MbBfd_Bk5J,5,5
n14P5slRG,5,5
KNJsPOYl6u,5,5
oWHkzEscc,6,6
jHi9o7UNJZ,5,5
zrh4M0LHO9,5,5
7yBKwqpRm7,5,5
Qk8tD5T0Xm,5,5
7ymFP5TRmm,5,5
mJ4YPcTAmQ,5,5
QyULDqTCmQ,5,5
QkmS9c6CX7,5,5
XyfH59aCXX,5,5
myZS9qaR77,5,5
XkerqqTRm7,5,5
XJHLDqT07Q,5,5
7J7IP5aCm7,5,5
XyE8D5a0mQ,5,5
mJOcu5pRQ7,5,5
mkr9O9p0mm,5,5
XJvcdcaR7m,5,5
my89u9aRmm,5,5
7kFgojzsV,3,3
7kTziifiE,3,3
Qkp_jifiV,4,4
rxx90ldJXP,2,2
KmPegevSpU,3,3
FujQhCxSA5,5,5
lGj8psE0Ox,5,5
7gno0g6AQC,4,4
hd4AydF5M,5,5
KSsY3QOsq,5,5
XwoBu74Xnh,5,5
Fr__pONbce,5,5
FZlkCsSyzZ,5,5
QkuMFk_3yXe,4,5
P0B9R4xyeY,3,3
mk4BqjMoV,3,3
kuED_hxGt,2,2
cO_kbWWc6,5,5
8rEgELEZe,2,2
WYK7RUt7vE,3,3
IdDuvs4sr3,2,2
s91qfkEf_Y,3,3
73b2iex3,10,10
Nfuj6ddCnyw,6,4
VL2NshlYsn,2,2
iZjabDCa9k,3,3
pVumJ3ez4k,5,5
XTcq8Vhe9,5,5
tBfoNinrW,6,6
Ecs35sfVzz,3,3
71_nKYJlQ,2,2
X1cIkXIlm,4,4
7y7SosGoE,3,3
29Y6qpxrr,5,5
RfZO_4_uqY,7,7
UiVoWjx2mE,53,53
zyZtQ_CKxX,2,2
1sZZRRHv_,5,5
7keWof2IH1w,10,10
_9spDhOdOW,5,5
7y8Q5Gn8ryD,13,13
HGHBPLO5C,10,10
mkdX9G2ISJP,10,10
QkIoG3ISJD,3,3
mycGcf3USkv,6,6
QkDZ0M38SJv,11,11
X1Wg0MnUH1P,8,8
71axCznIHJP,12,12
XyAz9MhLH1P,8,8
TMPBqrgz6o,2,2
bXZf1cz_PN,2,2
bD_eRBxrQg,3,3
VlZEcYUTd,2,2
nS2ujSySWK,4,4
GT89pTaJe,2,2
UXq6O9gm_V,2,2
cpk2dMlUKz,2,2
gJvqIDgy8e,2,2
k56PCWq4PX,2,2
vsCGnkE7va,2,2
pHktYXNq,3,3
_z9kpq7wO,2,2
ZDiP7O5wC6,11,11
SCwHm0HuZ7,12,12
sUlbBL9WRJ,11,11
_vwLosEXU1,11,11
qRT1Dc6Y6A,11,11
_YlZZWHAgu,2,2
R3wyrioe__,4,4
GGZWNXowH,4,4
9lnKvziTtL,4,4
p8XTQWw6eA,4,4
ajbgLL5ZHR,4,4
PF5zvtqnq4,4,4
iACFlwZsvv,4,4
__oh2OSmp2,4,4
__Q03mBp7,4,4
4Byl0yOeOP,4,4
L8xnIwuFub,2,2
Saag7f4tA3,2,2
_6eN8icj6e,5,5
wdfH6xmZS,3,3
y7ZBNkOj8z,4,4
dh7GZUSkGO,4,4
Q1KggxQ9R9m,5,1
yB6LzwAbD_,2,2
wlBuIJCuq,5,5
K_CKI10me1,2,2
M5hDuB4p05,9,9
TvPKN5vAAE,6,6
C27KYaVEy6,4,4
jwEHkwRxjR,4,4
ZX9_RLAGRI,4,4
b4TzmVAn7D,2,2
QPU8KTwOzH,2,2
0NBvVpMneY,4,4
EBVgL1Xxk,4,4
SuZOrJyfW1,4,4
K_9DlZjEr3,4,4
_YRjLknS1_,4,4
8s3bn_dwip,4,4
k7Nfof1sZU,4,4
nhltxTtzir,4,4
MAl351S_3,2,2
JmPqQUHyWL,2,2
pm5jbWZoHx,2,2
Mof52m4lOb,4,4
HWV82FOJ0,2,2
TMilvMCRq,2,2
VjSvrMKLwt,3,3
laFIMH8Ux,2,2
ZHtXn_tO0w,2,2
wZbwAlDI6Q,2,2
aOo54TfpiZ,2,2
SuFaSRytbz,2,2
uq4APlmQg5,2,2
8fUtiwYeiO,2,2
0qPtifJL8i,3,3
gURJlH_tr6,2,2
7LKA_jLyGf,2,2
jc_PVz3MRS,2,2
gUxKw5x98Q,2,2
1pEn4TOKBO,2,2
HyRTOhusMi,2,2
JEwz3IFaRl,2,2
_KPXOPILDJ,2,2
Vh2EndUoX,2,2
JKcMSg7O56,2,2
2yQL7Cmw9Z,3,3
iMRsE2nz0D,3,3
pF4G7a_5_m,3,3
mtkzaV22sV,2,2
pg47hW6zQj,2,2
p26HKyO93,3,3
TCwKMhSlP,2,2
ZnmxELIilr,2,2
KR1nddjLZf,2,2
mkCivLJrR,2,2
if3pefFmt5,2,2
O7oJ_3XUNF,4,4
G99GZKZwMr,4,4
DSdtuxaO4G,4,4
cKbTqBbFjG,4,4
mP7Vf1_26,4,4
DqIQ6rj0y2,11,11
iRqIev53wZ,10,10
6y6UejPI5Y,8,8
cCwHtEYyLG,2,2
MqUgKSU3sj,2,2
gtWHgj3CnB,4,4
UbTrv5cWTT,2,2
YKqdnsPK6u,2,2
1J1e_sWICa,2,2
VzXYui56uv,2,2
WrlRYw9rP_,2,2
_NF1V_wue,2,2
J9PaSnnxd_,2,2
NA2eiX49x5,2,2
ZR1w_1IavG,2,2
8TF8rFtbU5,2,2
58y_TiSgvD,3,3
ejt5LRQKZ,1,1
l3N11GMJCO,1,1
fbB2169TYF,1,1
H2eDpNDLVx,1,1
2YeoHE9_zI,1,1
loR8rO_NCd,2,2
HVE5IWZhwP,3,3
oJcyfYcO3g,2,2
_fEq_U2_Ie,2,2
V6M3VIENyH,2,2
5UyoWWyUXo,6,6
XjUnzsU_jS,6,6
wHcRQjWps,24,24
UGQNVNjCKJ,10,10
30SezEMA6C,5,5
wcRrxG5tQp,8,8
eYI1rcPq7o,2,2
V0HdtqU4IG,1,1
Xyb5tyOn1Ql,5,5
I3ensZQsF,5,5
hU6IJ3BLM,7,7
2t91zraOto,9,9
ps1orVykl,5,5
5Qhbw0Y4g,12,12
yrokg11QPh,12,12
QclRiL8M69,8,8
fGAPqjGCwV,6,6
XP2VFprdsU,5,5
a3qztqgYS,10,10
jpz0BJ4Ucj,6,6
u1Cw5U4VUQ,5,5
YjZRwSg_uc,3,3
1cQoXxfUF,3,3
myl95TAQm,5,5
717Zq9TC7Q,5,5
71ml55pAXX,5,5
4YCVlSxGei,9,9
wDCphWrVJ2,8,8
wWG_jslgV,7,7
XJ36jQR17,3,3
mXB0Z_qClT,3,3
suY2p92Wyw,3,3
5b23UIFT_j,3,3
8l1D6AIxc,3,3
e_LS2mz7Vh,3,3
qD73CLUhZ,3,3
715204meg7,2,2
qUkEWhZJFq,4,4
aDKSqqj7i,6,6
YZ6Qs_Wpt,5,5
LReGnRRcw0,5,5
0Ij4dDCdLb,10,10
HpiBXxcE0,6,6
_a7CgVDWf,5,5
chhum1E08,10,10
1B6XkZ26wv,9,9
x4hWe6rWUs,2,2
m12apfUeX,4,4
v6Fwk2uED,3,3
m1UCHxIe7,5,5
2uoV7ORk5Y,5,5
mkQC1V01m,5,5
L8PGmnj9J,11,11
uItjuLi11b,7,7
kDm0vbRiRT,3,3
6h8k0ObIy4,2,2
swRfGAqxB6,2,2
19TW_pDmg3,2,2
_cRFJ3t7KH,2,2
tOWk2iG_k8,2,2
i_ju70A8hS,5,5
wA0URNmMfx,5,5
DkBXuG_L_9,5,5
jjWjJRtEd,5,5
EOb7zPjKJp,2,2
ePRyi_vL43,3,3
XkCFKJ_nkXl,5,5
Q1pKtku21ml,4,4
BuUnHM2lO3,2,2
xiMscwHQ19,2,2
zZiCff2UqQ,2,2
a0rH2OHfUq,5,5
o3GoHDQR8,14,14
mymfhPWNQ,NA,5
XJ8OnPZ4X,NA,5
7kQ01ubNX,NA,5
71Z6TvZNm,NA,5
Qk6m0wbNX,NA,5
XknOCDW47,NA,5
mJ40ADWNm,NA,5
XJJlZD9j2ol,NA,4
Q1yZDP5jhox,NA,2
QJU8tcihol,NA,8
QyBZ7wco3jx,NA,12
mJAU_9j2jg,NA,4
7yVFU5ihsg,NA,12
714puqinox,NA,7
XkSp_csnjx,NA,8
mySgFq9snix,NA,14
7yWCs9onjg,NA,5
Q16Uucj3sl,NA,4
Q1VgFqqjhix,NA,7
QJbWxF1_hyXl,NA,5
X1hxvtcsnox,NA,3
QyOg4vcjnox,NA,5
myYxNP5s2ol,NA,5
mk4dYqjnox,NA,3
XkwWMv9inog,NA,4
Xkh73klInQf,NA,4
71peFKqshig,NA,2
QJzlF9o3jg,NA,4
Qy7Lqi3jg,NA,2
mJblZDqjnjl,NA,7
mye_Wwcihix,NA,7
71Ye_vci2og,NA,7
XyDxZDconol,NA,7
myogWvqj2oe,NA,7
7yalWv9i2sx,NA,7
7kyWbD5o3ie,NA,7
XJNebP5i2jx,NA,7
7Jhe_v9shje,NA,7
7k_gZv9j2oe,NA,7
mkXxZv5s3og,NA,7
mycxbw9o2il,NA,7
Q18l_wcj3sg,NA,7
71SQuqj3ix,NA,4
m13gP9qs3je,NA,4
71ReGjqjhig,NA,2
XyOEdcinsl,NA,3
7kJl6K9snsx,NA,9
XkggNcqsnse,NA,5
7Jng5j5ohjg,NA,2
71NgViqohje,NA,8
XkelEs9o3sg,NA,8
7k8g4ocjhol,NA,8
QJPgEs9j2ox,NA,8
Qk1x4oqjnil,NA,8
mkWg4jcsnie,NA,8
7kdeEs5jhsl,NA,8
7JBxEoci3oe,NA,8
Q1QlEj9j2ig,NA,8
myYgNscjnil,NA,8
XyagVs5s3ol,NA,8
XyqlVs5inse,NA,8
Xk3gEiqi3ig,NA,8
QkjxNs9j2ix,NA,8
7JGeVoqs3jg,NA,8
m1hVcqihsg,NA,6
myRVq5insl,NA,6
mkZ6o9j3ol,NA,4
7yLggqqs2sl,NA,2
Xk63h9i2jg,NA,5
7yK_9cs2je,NA,4
7ycKqcihsg,NA,4
7kFlD55ihjx,NA,4
7Ja3o5onsl,NA,4
myGl835shog,NA,3
NWvwtU_RM,NA,2
1lRbTWjvN0,NA,2
DGXua58rel,NA,2
WziENqLLp,NA,2
ClrSpv6LzM,NA,2
Qy7hAO0oHz,NA,6
mJit59snje,NA,4
XJwepo9o2ie,NA,4
QyoHOqi3sg,NA,5
7y2xRj5j3ol,NA,2
7kReCj5s3jl,NA,2
QJl_Roci3se,NA,2
Q1kbCs9s3ol,NA,2
7kplCscj2ig,NA,2
mkje0ici2jx,NA,2
zunUkOgbU,NA,2
QkxeRdcshsg,NA,2
XJgWpO5shsg,NA,4
X1v0scs2ox,NA,7
X1u0i9i3ig,NA,2
Q1_xRu5s2sx,NA,6
71iiAdAsSG,NA,16
mkXZOqs2sg,NA,3
71jM2klI3mG,NA,10
mk9V2qi2ig,NA,5
XyKaw9snie,NA,4
QJgb_Yqs2ie,NA,4
mkMZdYcj3sg,NA,5
7J_W_t5jnol,NA,4
my5lOKqi2sx,NA,3
QJ2gdKcs2sl,NA,3
Q1RTORTXL,NA,3
7JxoYYmIQU,NA,3
m1EcA_AsSf,NA,5
XJ0lTu5onie,NA,59
KHybnrauyk,NA,2
XJQ0_cs2se,NA,2
Qy7tv9snsl,NA,3
Q12Hc9s3oe,NA,3
71_rqcs2se,NA,3
QJVgnD9s3oe,NA,5
myHl2Pconsx,NA,5
X1Mxnvqjhsl,NA,5
mkbxnw5shol,NA,5
m1me3Pqonoe,NA,5
7yUx3P5s3ie,NA,5
X1c3A_AiHz,NA,9
X1_e28conie,NA,3
Q1Zg4c9j2se,NA,4
XkV9D9inox,NA,11
QyUZCU9s3se,NA,6
Xk4K5i3ie,NA,2
7yVZ085i3oe,NA,6
Q1Mx2I5o2ol,NA,3
mJjUu9o3sx,NA,3
QkcxaUcj2ix,NA,12
myjl6L9o2jg,NA,12
mJglVLqj3og,NA,15
Qyigm3cjhjl,NA,3
7kJgvw9i2ol,NA,2
7kNSK1O217l,NA,5
tlj7b9pAN,NA,3
Qyvb2I5i3jl,NA,2
7kDlv_9o3ix,NA,4
Q1hgDDcsnoe,NA,2
7J1g0I5jhoe,NA,3
Xyd9qohig,NA,4
7yt5qshsg,NA,4
mkOePtqonjl,NA,3
Q1MxS_5o2il,NA,5
X15eCtconje,NA,4
mytxCK5s3ol,NA,4
QkZbmu9insg,NA,3
mJMAKj7_kf,NA,7
71E_2ygUh7z,NA,31
mJGG9JlU3Qz,NA,10
kC0Ae5GDw,NA,8
mJilDPci2ol,NA,3
QyLZv5ohil,NA,3
mJvZyD5o2sx,NA,2
myIeUY5o3je,NA,3
m1FWMP5i2ig,NA,4
XJPm_cihoe,NA,4
mkhkF9ohol,NA,3
mJGWfcqo3ol,NA,2
XkMhi5ohig,NA,2
XJZgF9o3jx,NA,4
myEZ_wqj2sx,NA,2
myr_dDqi2og,NA,2
X1BIq9snje,NA,5
mJ8xi0dAsSM,NA,2
m1zgWw9o2ol,NA,7
7kmgwvcshil,NA,2
mybN5iQbJM,NA,6
XJlE9sXbJM,NA,6
XJhwU9s2og,NA,4
QJ8gUj9i2se,NA,2
mJ_xhC_RsrM,NA,3
XyivU5o2je,NA,4
mkMFn9jhjl,NA,4
mJrF85snse,NA,12
Qy61t9s3jx,NA,4
7Jj8v5ihix,NA,5
mk39cqj2oe,NA,2
71M6P5o3je,NA,2
7Jthqcs2ix,NA,2
m1s2q5jnil,NA,2
mJh25cs2ig,NA,2
my03cco3jl,NA,2
X1ll3q9s2sx,NA,2
XyXln55i2il,NA,2
Qk63qqonsl,NA,2
Xyye2qcihil,NA,2
QkGxncqo2og,NA,2
XkZxnqqshox,NA,2
XkugPo5o2sg,NA,4
Xy_1c5o2ig,NA,4
XkHgpI5i2ig,NA,3
QyTIc9onig,NA,4
QyExaI9s2ig,NA,2
X1Sihqs3il,NA,2
0xAn_Em_f,NA,2
71YVn5s3se,NA,3
Xyf42cinoe,NA,3
QkYb5U5snig,NA,7
XJhxYJO3ymg,NA,5
m1FyWOku317g,NA,5
7yrWWOkOnJXg,NA,5
m18bbukdhkXx,NA,5
Q1_W__1_h1me,NA,5
Qk21WdJdhyQl,NA,5
m1sNcJuh1Xe,NA,5
XklZ_dy_nyml,NA,5
QybfWO1d2k7x,NA,5
7k2Z_u1d3Jme,NA,5
Qkzm_O1dn1Qg,NA,5
Qk7Gbdy_hk7x,NA,5
71CVqydhyQe,NA,5
7kfxK1d2J7e,NA,5
XyRbb_1O2JXl,NA,5
mywz_O1_hymx,NA,5
QkMeZOJOnJ7e,NA,5
XJ7eeYy_2ymx,NA,5
7122OJ_3yXe,NA,5
7k1H9yuhk7x,NA,5
mJVg_O1_hyQl,NA,5
mkCkb_Ju2k7l,NA,5
71FSxd1_h1Xg,NA,5
QyoSguJunyml,NA,5
